,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
2953,<vicAra-saMmUQaH>T5 <mantra-mugDaH>T5 <<<<<aBi-cAra>Tp-prayoga>T6-stamBita>T3-vAk>K1-vfttiH>T6,vicAra saMmUQaH mantra mugDaH aBi cAra prayoga stamBita vAk vfttiH,B-C I-C B-C I-C B-C I-C I-C I-C I-C I-C,"0,2 T5|2,4 T5|4,6 Tp|4,7 T6|4,8 T3|4,9 K1|4,10 T6",<vicAra-saMmUQaH>Tatpurusha <mantra-mugDaH>Tatpurusha <<<<<aBi-cAra>Tatpurusha-prayoga>Tatpurusha-stamBita>Tatpurusha-vAk>Tatpurusha-vfttiH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha|4,8 Tatpurusha|4,9 Tatpurusha|4,10 Tatpurusha"
2954,<kzatriya-vIrEH>T6 <kesara-raYjitAni>T3 <<antima-yudDa>K1-arTaM>T4 <durga-dvArAt>T6,kzatriya vIrEH kesara raYjitAni antima yudDa arTaM durga dvArAt,B-C I-C B-C I-C B-C I-C I-C B-C I-C,"0,2 T6|2,4 T3|4,6 K1|4,7 T4|7,9 T6",<kzatriya-vIrEH>Tatpurusha <kesara-raYjitAni>Tatpurusha <<antima-yudDa>Tatpurusha-arTaM>Tatpurusha <durga-dvArAt>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha|7,9 Tatpurusha"
2955,<<sakala-<nf-pati>U>K1-mAnyam>T6 <<mAnya-kAmboja>K1-jAtam>T7,sakala nf pati mAnyam mAnya kAmboja jAtam,B-C I-C I-C I-C B-C I-C I-C,"0,3 K1|0,4 T6|1,3 U|4,6 K1|4,7 T7",<<sakala-<nf-pati>Tatpurusha>Tatpurusha-mAnyam>Tatpurusha <<mAnya-kAmboja>Tatpurusha-jAtam>Tatpurusha,"0,3 Tatpurusha|0,4 Tatpurusha|1,3 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
2956,<<ratna-viveka>T6-vijYAnam>T6,ratna viveka vijYAnam,B-C I-C I-C,"0,2 T6|0,3 T6",<<ratna-viveka>Tatpurusha-vijYAnam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2957,<Bftya-<vicAra-jYaH>U>K1,Bftya vicAra jYaH,B-C I-C I-C,"0,3 K1|1,3 U",<Bftya-<vicAra-jYaH>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
2958,<sva-<gfha-Agamanasya>T6>T6,sva gfha Agamanasya,B-C I-C I-C,"0,3 T6|1,3 T6",<sva-<gfha-Agamanasya>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
2959,<<<<DUma-pada>K7-tAtparya>T6-vizaya>T6-vahninA>K1 <<<pratyaya-arTa>T6-anvaya>T6-boDaH>T6,DUma pada tAtparya vizaya vahninA pratyaya arTa anvaya boDaH,B-C I-C I-C I-C I-C B-C I-C I-C I-C,"0,2 K7|0,3 T6|0,4 T6|0,5 K1|5,7 T6|5,8 T6|5,9 T6",<<<<DUma-pada>Tatpurusha-tAtparya>Tatpurusha-vizaya>Tatpurusha-vahninA>Tatpurusha <<<pratyaya-arTa>Tatpurusha-anvaya>Tatpurusha-boDaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|5,7 Tatpurusha|5,8 Tatpurusha|5,9 Tatpurusha"
2960,<varza-aByantare>T6 <<<SrIkfzRa-lIlA>T6-amfta>K6-nAmakam>Bs6,varza aByantare SrIkfzRa lIlA amfta nAmakam,B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 T6|2,5 K6|2,6 Bs6",<varza-aByantare>Tatpurusha <<<SrIkfzRa-lIlA>Tatpurusha-amfta>Tatpurusha-nAmakam>Bahuvrihi,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Bahuvrihi"
2961,<tIrTa-AdO>Bs6 <<sva-dravya>T6-<na-parityAgI>Tn>T6,tIrTa AdO sva dravya na parityAgI,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 T6|2,6 T6|4,6 Tn",<tIrTa-AdO>Bahuvrihi <<sva-dravya>Tatpurusha-<na-parityAgI>Tatpurusha>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,6 Tatpurusha|4,6 Tatpurusha"
2962,<Asanna-<BUmi-capalaH>T7>Bs6 <yogya-upadeSam>K1,Asanna BUmi capalaH yogya upadeSam,B-C I-C I-C B-C I-C,"0,3 Bs6|1,3 T7|3,5 K1",<Asanna-<BUmi-capalaH>Tatpurusha>Bahuvrihi <yogya-upadeSam>Tatpurusha,"0,3 Bahuvrihi|1,3 Tatpurusha|3,5 Tatpurusha"
2963,<<<<tad-antargata>T7-<gaBIra-pada>K7>K1-uttara>T5-saptamI>K1,tad antargata gaBIra pada uttara saptamI,B-C I-C I-C I-C I-C I-C,"0,2 T7|0,4 K1|0,5 T5|0,6 K1|2,4 K7",<<<<tad-antargata>Tatpurusha-<gaBIra-pada>Tatpurusha>Tatpurusha-uttara>Tatpurusha-saptamI>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha|2,4 Tatpurusha"
2964,<<kAzWa-suvarRa>Di-AdeH>Bs6 <turIyatA-ApatteH>T6,kAzWa suvarRa AdeH turIyatA ApatteH,B-C I-C I-C B-C I-C,"0,2 Di|0,3 Bs6|3,5 T6",<<kAzWa-suvarRa>Dvandva-AdeH>Bahuvrihi <turIyatA-ApatteH>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha"
2965,<para-<iNgita-jYAna>Di-PalAH>Bb,para iNgita jYAna PalAH,B-C I-C I-C I-C,"0,4 Bb|1,3 Di",<para-<iNgita-jYAna>Dvandva-PalAH>Bahuvrihi,"0,4 Bahuvrihi|1,3 Dvandva"
2966,<<<<prakfti-aDizWAna-liNga-Ayatana>Di-vikalpa>T6-viSeza>T6-<a-parisaMKyeyatvAt>Tn>T6,prakfti aDizWAna liNga Ayatana vikalpa viSeza a parisaMKyeyatvAt,B-C I-C I-C I-C I-C I-C I-C I-C,"0,4 Di|0,5 T6|0,6 T6|0,8 T6|6,8 Tn",<<<<prakfti-aDizWAna-liNga-Ayatana>Dvandva-vikalpa>Tatpurusha-viSeza>Tatpurusha-<a-parisaMKyeyatvAt>Tatpurusha>Tatpurusha,"0,4 Dvandva|0,5 Tatpurusha|0,6 Tatpurusha|0,8 Tatpurusha|6,8 Tatpurusha"
2967,<<izwa-arTa>K1-sidDiH>T6,izwa arTa sidDiH,B-C I-C I-C,"0,2 K1|0,3 T6",<<izwa-arTa>Tatpurusha-sidDiH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2968,<<sva-kazwa>T6-upArjitaM>T3,sva kazwa upArjitaM,B-C I-C I-C,"0,2 T6|0,3 T3",<<sva-kazwa>Tatpurusha-upArjitaM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2969,<pArSva-BUteByaH>T7 <aneka-grAmeBya>K1 <<grAma-vAsi>U-janE>K1,pArSva BUteByaH aneka grAmeBya grAma vAsi janE,B-C I-C B-C I-C B-C I-C I-C,"0,2 T7|2,4 K1|4,6 U|4,7 K1",<pArSva-BUteByaH>Tatpurusha <aneka-grAmeBya>Tatpurusha <<grAma-vAsi>Tatpurusha-janE>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha"
2970,<<Dana-vinASa>T6-gatA>T2,Dana vinASa gatA,B-C I-C I-C,"0,2 T6|0,3 T2",<<Dana-vinASa>Tatpurusha-gatA>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2971,<liN-arTaH>T6 <<<<<<<<<sva-vizaya>Bs6-jYAna>T6-viSeza>T6-janya>T3-anumiti>K1-prayojya>T3-aBAva>K1-pratiyogi>T6-tva-saMbanDena>K7,liN arTaH sva vizaya jYAna viSeza janya anumiti prayojya aBAva pratiyogi tva saMbanDena,B-C I-C B-C I-C I-C I-C I-C I-C I-C I-C I-C I-C I-C,"0,2 T6|2,4 Bs6|2,5 T6|2,6 T6|2,7 T3|2,8 K1|2,9 T3|2,10 K1|2,11 T6|2,13 K7",<liN-arTaH>Tatpurusha <<<<<<<<<sva-vizaya>Bahuvrihi-jYAna>Tatpurusha-viSeza>Tatpurusha-janya>Tatpurusha-anumiti>Tatpurusha-prayojya>Tatpurusha-aBAva>Tatpurusha-pratiyogi>Tatpurusha-tva-saMbanDena>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|2,5 Tatpurusha|2,6 Tatpurusha|2,7 Tatpurusha|2,8 Tatpurusha|2,9 Tatpurusha|2,10 Tatpurusha|2,11 Tatpurusha|2,13 Tatpurusha"
2972,<<aruRa-varRa>K1-ABaH>Bs6,aruRa varRa ABaH,B-C I-C I-C,"0,2 K1|0,3 Bs6",<<aruRa-varRa>Tatpurusha-ABaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
2973,<<kzIra-tvak>Di-ASrayAH>Bs6,kzIra tvak ASrayAH,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<kzIra-tvak>Dvandva-ASrayAH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
2974,<naKa-SiKaM>Di <janaka-<mahat-rAjasya>K1>K7 <vidyA-<pra-darSanaM>Tp>T6,naKa SiKaM janaka mahat rAjasya vidyA pra darSanaM,B-C I-C B-C I-C I-C B-C I-C I-C,"0,2 Di|2,5 K7|3,5 K1|5,8 T6|6,8 Tp",<naKa-SiKaM>Dvandva <janaka-<mahat-rAjasya>Tatpurusha>Tatpurusha <vidyA-<pra-darSanaM>Tatpurusha>Tatpurusha,"0,2 Dvandva|2,5 Tatpurusha|3,5 Tatpurusha|5,8 Tatpurusha|6,8 Tatpurusha"
2975,<<loka-uttara>T7-<divya-SoBAM>K1>K1,loka uttara divya SoBAM,B-C I-C I-C I-C,"0,2 T7|0,4 K1|2,4 K1",<<loka-uttara>Tatpurusha-<divya-SoBAM>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
2976,<<yudDa-vijaya>T7-anantaraM>T6,yudDa vijaya anantaraM,B-C I-C I-C,"0,2 T7|0,3 T6",<<yudDa-vijaya>Tatpurusha-anantaraM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2977,<sujAtA-kahoqayoH>Di <<gfha-sTa>U-jIvanaM>T6,sujAtA kahoqayoH gfha sTa jIvanaM,B-C I-C B-C I-C I-C,"0,2 Di|2,4 U|2,5 T6",<sujAtA-kahoqayoH>Dvandva <<gfha-sTa>Tatpurusha-jIvanaM>Tatpurusha,"0,2 Dvandva|2,4 Tatpurusha|2,5 Tatpurusha"
2978,<<<sneha-Slezma>Di-vikAra>T6-GnaH>U,sneha Slezma vikAra GnaH,B-C I-C I-C I-C,"0,2 Di|0,3 T6|0,4 U",<<<sneha-Slezma>Dvandva-vikAra>Tatpurusha-GnaH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha"
2979,<<vyutpatti-saMvedana>T6-samayaH>T6 <tad-gocarA>Bs6 <pramARa-jYAnam>T6,vyutpatti saMvedana samayaH tad gocarA pramARa jYAnam,B-C I-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 T6|3,5 Bs6|5,7 T6",<<vyutpatti-saMvedana>Tatpurusha-samayaH>Tatpurusha <tad-gocarA>Bahuvrihi <pramARa-jYAnam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi|5,7 Tatpurusha"
2980,<<na-Suci>Tn-AdiBiH>Bs6 <<sarpa-vyAGra>Di-AdiBiH>Bs6 <<araRya-<nadI-pulina>T6-<deva-gfha>T6>Di-AdiBiH>Bs6,na Suci AdiBiH sarpa vyAGra AdiBiH araRya nadI pulina deva gfha AdiBiH,B-C I-C I-C B-C I-C I-C B-C I-C I-C I-C I-C I-C,"0,2 Tn|0,3 Bs6|3,5 Di|3,6 Bs6|6,11 Di|6,12 Bs6|7,9 T6|9,11 T6",<<na-Suci>Tatpurusha-AdiBiH>Bahuvrihi <<sarpa-vyAGra>Dvandva-AdiBiH>Bahuvrihi <<araRya-<nadI-pulina>Tatpurusha-<deva-gfha>Tatpurusha>Dvandva-AdiBiH>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Dvandva|3,6 Bahuvrihi|6,11 Dvandva|6,12 Bahuvrihi|7,9 Tatpurusha|9,11 Tatpurusha"
2981,<<<<samAna-viBaktika>Bs6-<<<pratiyogi-anuyogi>Di-vAcaka>T6-pada>K1>K1-samaBivyAhfta>T3-naYaH>K1,samAna viBaktika pratiyogi anuyogi vAcaka pada samaBivyAhfta naYaH,B-C I-C I-C I-C I-C I-C I-C I-C,"0,2 Bs6|0,6 K1|0,7 T3|0,8 K1|2,4 Di|2,5 T6|2,6 K1",<<<<samAna-viBaktika>Bahuvrihi-<<<pratiyogi-anuyogi>Dvandva-vAcaka>Tatpurusha-pada>Tatpurusha>Tatpurusha-samaBivyAhfta>Tatpurusha-naYaH>Tatpurusha,"0,2 Bahuvrihi|0,6 Tatpurusha|0,7 Tatpurusha|0,8 Tatpurusha|2,4 Dvandva|2,5 Tatpurusha|2,6 Tatpurusha"
2982,<<dIpaka-rAga>K7-AlApanena>T6 <sva-SarIraM>T6,dIpaka rAga AlApanena sva SarIraM,B-C I-C I-C B-C I-C,"0,2 K7|0,3 T6|3,5 T6",<<dIpaka-rAga>Tatpurusha-AlApanena>Tatpurusha <sva-SarIraM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
2983,<<sAhasa-kArya>T6-karaRam>T6,sAhasa kArya karaRam,B-C I-C I-C,"0,2 T6|0,3 T6",<<sAhasa-kArya>Tatpurusha-karaRam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2984,<prakzIRa-puRya>Bs6 <Buvana-<eka-nATam>K1>T6,prakzIRa puRya Buvana eka nATam,B-C I-C B-C I-C I-C,"0,2 Bs6|2,5 T6|3,5 K1",<prakzIRa-puRya>Bahuvrihi <Buvana-<eka-nATam>Tatpurusha>Tatpurusha,"0,2 Bahuvrihi|2,5 Tatpurusha|3,5 Tatpurusha"
2985,<na-ekam>Tn <anya-<pada-arTe>T6>K1 <bahuvrIhi-viDAyakam>T6,na ekam anya pada arTe bahuvrIhi viDAyakam,B-C I-C B-C I-C I-C B-C I-C,"0,2 Tn|2,5 K1|3,5 T6|5,7 T6",<na-ekam>Tatpurusha <anya-<pada-arTe>Tatpurusha>Tatpurusha <bahuvrIhi-viDAyakam>Tatpurusha,"0,2 Tatpurusha|2,5 Tatpurusha|3,5 Tatpurusha|5,7 Tatpurusha"
2986,<dfzwa-karma>K1 <<niH-saMSaya>Tp-karARAm>U,dfzwa karma niH saMSaya karARAm,B-C I-C B-C I-C I-C,"0,2 K1|2,4 Tp|2,5 U",<dfzwa-karma>Tatpurusha <<niH-saMSaya>Tatpurusha-karARAm>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
2987,<<SrImad-Bagavat>T6-gItAsu>T6,SrImad Bagavat gItAsu,B-C I-C I-C,"0,2 T6|0,3 T6",<<SrImad-Bagavat>Tatpurusha-gItAsu>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2988,<tilvaka-loDra-elavAluka-<kramuka-caturTAH>K2>Di <tvak-AsavAH>T6,tilvaka loDra elavAluka kramuka caturTAH tvak AsavAH,B-C I-C I-C I-C I-C B-C I-C,"0,5 Di|3,5 K2|5,7 T6",<tilvaka-loDra-elavAluka-<kramuka-caturTAH>Tatpurusha>Dvandva <tvak-AsavAH>Tatpurusha,"0,5 Dvandva|3,5 Tatpurusha|5,7 Tatpurusha"
2989,<SarIra-avayavAH>T6 <sakTi-SiraH-skanDa>Di,SarIra avayavAH sakTi SiraH skanDa,B-C I-C B-C I-C I-C,"0,2 T6|2,5 Di",<SarIra-avayavAH>Tatpurusha <sakTi-SiraH-skanDa>Dvandva,"0,2 Tatpurusha|2,5 Dvandva"
2990,<sannihita-<sarva-ratnasya>K1>Bs7 <viSva-jitaH>U <prajvalita-<Darma-pradIpaH>Km>Bs6,sannihita sarva ratnasya viSva jitaH prajvalita Darma pradIpaH,B-C I-C I-C B-C I-C B-C I-C I-C,"0,3 Bs7|1,3 K1|3,5 U|5,8 Bs6|6,8 Km",<sannihita-<sarva-ratnasya>Tatpurusha>Bahuvrihi <viSva-jitaH>Tatpurusha <prajvalita-<Darma-pradIpaH>Tatpurusha>Bahuvrihi,"0,3 Bahuvrihi|1,3 Tatpurusha|3,5 Tatpurusha|5,8 Bahuvrihi|6,8 Tatpurusha"
2991,<<<kAla-sIman>Di-Adi>Bs6-vicAram>T6,kAla sIman Adi vicAram,B-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,4 T6",<<<kAla-sIman>Dvandva-Adi>Bahuvrihi-vicAram>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha"
2992,<tri-Buvanasya>ds <<pAda-traya>T6-parimitAyAH>T3,tri Buvanasya pAda traya parimitAyAH,B-C I-C B-C I-C I-C,"0,2 ds|2,4 T6|2,5 T3",<tri-Buvanasya>Dvandva <<pAda-traya>Tatpurusha-parimitAyAH>Tatpurusha,"0,2 Dvandva|2,4 Tatpurusha|2,5 Tatpurusha"
2993,<<yoga-budDi>T6-ASrayAm>Bs6 <karman-yogena>K6 <karman-yogena>K6,yoga budDi ASrayAm karman yogena karman yogena,B-C I-C I-C B-C I-C B-C I-C,"0,2 T6|0,3 Bs6|3,5 K6|5,7 K6",<<yoga-budDi>Tatpurusha-ASrayAm>Bahuvrihi <karman-yogena>Tatpurusha <karman-yogena>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha|5,7 Tatpurusha"
2994,<<anurUpa-vara>T7-anvezaRe>T6,anurUpa vara anvezaRe,B-C I-C I-C,"0,2 T7|0,3 T6",<<anurUpa-vara>Tatpurusha-anvezaRe>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
2995,<meru-parvataH>K7 <<sarva-ucca>T6-parvataH>K1,meru parvataH sarva ucca parvataH,B-C I-C B-C I-C I-C,"0,2 K7|2,4 T6|2,5 K1",<meru-parvataH>Tatpurusha <<sarva-ucca>Tatpurusha-parvataH>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
2996,<tAtparya-viraheRa>T6 <Sakya-avinABUtasya>T3 <<<SAbda-boDa>K1-vAraRa>T6-samBavAt>T6,tAtparya viraheRa Sakya avinABUtasya SAbda boDa vAraRa samBavAt,B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 T3|4,6 K1|4,7 T6|4,8 T6",<tAtparya-viraheRa>Tatpurusha <Sakya-avinABUtasya>Tatpurusha <<<SAbda-boDa>Tatpurusha-vAraRa>Tatpurusha-samBavAt>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha|4,8 Tatpurusha"
2997,<karma-sannyAsa-yogaH>T6,karma sannyAsa yogaH,B-C I-C I-C,"0,3 T6",<karma-sannyAsa-yogaH>Tatpurusha,"0,3 Tatpurusha"
2998,<paraspara-guRa-virudDAni>Bs6,paraspara guRa virudDAni,B-C I-C I-C,"0,3 Bs6",<paraspara-guRa-virudDAni>Bahuvrihi,"0,3 Bahuvrihi"
2999,<tyakta-<sarva-ezaRAH>K1>Bs3 <saMnyasta-<sarva-karmARaH>K1>Bs3 <yaTA-viSezitam>A1 <sarva-upADitvAt>Bs6 <<na-karaRa>Tn-gocaram>T3,tyakta sarva ezaRAH saMnyasta sarva karmARaH yaTA viSezitam sarva upADitvAt na karaRa gocaram,B-C I-C I-C B-C I-C I-C B-C I-C B-C I-C B-C I-C I-C,"0,3 Bs3|1,3 K1|3,6 Bs3|4,6 K1|6,8 A1|8,10 Bs6|10,12 Tn|10,13 T3",<tyakta-<sarva-ezaRAH>Tatpurusha>Bahuvrihi <saMnyasta-<sarva-karmARaH>Tatpurusha>Bahuvrihi <yaTA-viSezitam>Avyayibhava <sarva-upADitvAt>Bahuvrihi <<na-karaRa>Tatpurusha-gocaram>Tatpurusha,"0,3 Bahuvrihi|1,3 Tatpurusha|3,6 Bahuvrihi|4,6 Tatpurusha|6,8 Avyayibhava|8,10 Bahuvrihi|10,12 Tatpurusha|10,13 Tatpurusha"
3000,<uSInara-<mahat-rAjena>K1>K7,uSInara mahat rAjena,B-C I-C I-C,"0,3 K7|1,3 K1",<uSInara-<mahat-rAjena>Tatpurusha>Tatpurusha,"0,3 Tatpurusha|1,3 Tatpurusha"
3001,<nava-AgantukaH>K1 <sva-pawwikAM>T6 <sva-vipaRyAm>T6 <<sTUla-sTUla>d-akzarezu>K1 <samaya-atItAni>T5 <roga-kArIRi>U <mizwa-annAni>K1,nava AgantukaH sva pawwikAM sva vipaRyAm sTUla sTUla akzarezu samaya atItAni roga kArIRi mizwa annAni,B-C I-C B-C I-C B-C I-C B-C I-C I-C B-C I-C B-C I-C B-C I-C,"0,2 K1|2,4 T6|4,6 T6|6,8 d|6,9 K1|9,11 T5|11,13 U|13,15 K1",<nava-AgantukaH>Tatpurusha <sva-pawwikAM>Tatpurusha <sva-vipaRyAm>Tatpurusha <<sTUla-sTUla>Dvandva-akzarezu>Tatpurusha <samaya-atItAni>Tatpurusha <roga-kArIRi>Tatpurusha <mizwa-annAni>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Tatpurusha|6,8 Dvandva|6,9 Tatpurusha|9,11 Tatpurusha|11,13 Tatpurusha|13,15 Tatpurusha"
3002,<dur-dEvAt>Tp <Bavat-saKyA>T6 <guRa-SIla>Di <<<ku-rIti>Tk-kazAya>T6-vikarzitA>T3,dur dEvAt Bavat saKyA guRa SIla ku rIti kazAya vikarzitA,B-C I-C B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 Tp|2,4 T6|4,6 Di|6,8 Tk|6,9 T6|6,10 T3",<dur-dEvAt>Tatpurusha <Bavat-saKyA>Tatpurusha <guRa-SIla>Dvandva <<<ku-rIti>Tatpurusha-kazAya>Tatpurusha-vikarzitA>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|4,6 Dvandva|6,8 Tatpurusha|6,9 Tatpurusha|6,10 Tatpurusha"
3003,<<<<Antaratva-<<bAhya-cakzuz>K1-grAhya>T3-tva-<tad-<na-grAhya>Tn>T3-tva>Di-Adi>Bs6-<virudDa-Darma>K1>K1-pratyakze>T6 <arTa-jYAnayoH>Di <aBeda-jYAnasya>T6,Antaratva bAhya cakzuz grAhya tva tad na grAhya tva Adi virudDa Darma pratyakze arTa jYAnayoH aBeda jYAnasya,B-C I-C I-C I-C I-C I-C I-C I-C I-C I-C I-C I-C I-C B-C I-C B-C I-C,"0,9 Di|0,10 Bs6|0,12 K1|0,13 T6|1,3 K1|1,4 T3|5,8 T3|6,8 Tn|10,12 K1|13,15 Di|15,17 T6",<<<<Antaratva-<<bAhya-cakzuz>Tatpurusha-grAhya>Tatpurusha-tva-<tad-<na-grAhya>Tatpurusha>Tatpurusha-tva>Dvandva-Adi>Bahuvrihi-<virudDa-Darma>Tatpurusha>Tatpurusha-pratyakze>Tatpurusha <arTa-jYAnayoH>Dvandva <aBeda-jYAnasya>Tatpurusha,"0,9 Dvandva|0,10 Bahuvrihi|0,12 Tatpurusha|0,13 Tatpurusha|1,3 Tatpurusha|1,4 Tatpurusha|5,8 Tatpurusha|6,8 Tatpurusha|10,12 Tatpurusha|13,15 Dvandva|15,17 Tatpurusha"
3004,<<sva-gfha>T6-avasTitaH>T6,sva gfha avasTitaH,B-C I-C I-C,"0,2 T6|0,3 T6",<<sva-gfha>Tatpurusha-avasTitaH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3005,<<sTAlI-pulAka>T6-nyAyena>T6,sTAlI pulAka nyAyena,B-C I-C I-C,"0,2 T6|0,3 T6",<<sTAlI-pulAka>Tatpurusha-nyAyena>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3006,<<karpUra-saraH>K7-samIpe>T6,karpUra saraH samIpe,B-C I-C I-C,"0,2 K7|0,3 T6",<<karpUra-saraH>Tatpurusha-samIpe>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3007,<<stuti-Sabda>K1-puzpARi>K6,stuti Sabda puzpARi,B-C I-C I-C,"0,2 K1|0,3 K6",<<stuti-Sabda>Tatpurusha-puzpARi>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3008,<nara-pateH>T6 <sa-sattvAH>BvS <<rAjan-<anu-rAga>Tp>T6-niyamena>T6,nara pateH sa sattvAH rAjan anu rAga niyamena,B-C I-C B-C I-C B-C I-C I-C I-C,"0,2 T6|2,4 BvS|4,7 T6|4,8 T6|5,7 Tp",<nara-pateH>Tatpurusha <sa-sattvAH>Bahuvrihi <<rAjan-<anu-rAga>Tatpurusha>Tatpurusha-niyamena>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|4,7 Tatpurusha|4,8 Tatpurusha|5,7 Tatpurusha"
3009,<<eka-vastra>K1-dIkzAM>T6,eka vastra dIkzAM,B-C I-C I-C,"0,2 K1|0,3 T6",<<eka-vastra>Tatpurusha-dIkzAM>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
3010,<nagara-ApaRa-alinde>Ds <sa-SaNkitam>BvS <ati-snigDam>Tp,nagara ApaRa alinde sa SaNkitam ati snigDam,B-C I-C I-C B-C I-C B-C I-C,"0,3 Ds|3,5 BvS|5,7 Tp",<nagara-ApaRa-alinde>Dvandva <sa-SaNkitam>Bahuvrihi <ati-snigDam>Tatpurusha,"0,3 Dvandva|3,5 Bahuvrihi|5,7 Tatpurusha"
3011,<<cEla-ajina-kuSa>Di-uttaram>Bs7 <<cEla-ajina-kuSa>Di-uttaram>Bs7,cEla ajina kuSa uttaram cEla ajina kuSa uttaram,B-C I-C I-C I-C B-C I-C I-C I-C,"0,3 Di|0,4 Bs7|4,7 Di|4,8 Bs7",<<cEla-ajina-kuSa>Dvandva-uttaram>Bahuvrihi <<cEla-ajina-kuSa>Dvandva-uttaram>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi|4,7 Dvandva|4,8 Bahuvrihi"
