,Raw_Tagged,Clean,Bio_tagged,Span_Tagged,Coarse_tag,Coarse_Span_Tagged
320,<<<puruza-uttama>T7-Adi>Bs6-zaqviMSAn>K1 <bAhya-AvaraRake>T6,puruza uttama Adi zaqviMSAn bAhya AvaraRake,B-C I-C I-C I-C B-C I-C,"0,2 T7|0,3 Bs6|0,4 K1|4,6 T6",<<<puruza-uttama>Tatpurusha-Adi>Bahuvrihi-zaqviMSAn>Tatpurusha <bAhya-AvaraRake>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha|4,6 Tatpurusha"
321,<<latA-vitAna-patra>Di-AdyEH>Bs6,latA vitAna patra AdyEH,B-C I-C I-C I-C,"0,3 Di|0,4 Bs6",<<latA-vitAna-patra>Dvandva-AdyEH>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi"
322,<sita-SyAma-aruRAH>Di,sita SyAma aruRAH,B-C I-C I-C,"0,3 Di",<sita-SyAma-aruRAH>Dvandva,"0,3 Dvandva"
323,<<SAli-pizwa>T6-Adi>Bs6 <kOsumBaka-Adikam>Bs6,SAli pizwa Adi kOsumBaka Adikam,B-C I-C I-C B-C I-C,"0,2 T6|0,3 Bs6|3,5 Bs6",<<SAli-pizwa>Tatpurusha-Adi>Bahuvrihi <kOsumBaka-Adikam>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Bahuvrihi"
324,<<SamI-patra>T6-AdikEH>Bs6 <lakza-jApyataH>K1,SamI patra AdikEH lakza jApyataH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 Bs6|3,5 K1",<<SamI-patra>Tatpurusha-AdikEH>Bahuvrihi <lakza-jApyataH>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
325,<<dvi-tri>Bss-guRena>Km <<maDyama-uttama>Di-sidDayaH>K1,dvi tri guRena maDyama uttama sidDayaH,B-C I-C I-C B-C I-C I-C,"0,2 Bss|0,3 Km|3,5 Di|3,6 K1",<<dvi-tri>Bahuvrihi-guRena>Tatpurusha <<maDyama-uttama>Dvandva-sidDayaH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Dvandva|3,6 Tatpurusha"
326,<varAha-siMha-SaktInAm>Di <sTUla-rUpam>K1,varAha siMha SaktInAm sTUla rUpam,B-C I-C I-C B-C I-C,"0,3 Di|3,5 K1",<varAha-siMha-SaktInAm>Dvandva <sTUla-rUpam>Tatpurusha,"0,3 Dvandva|3,5 Tatpurusha"
327,<<hft-puRqarIka>K6-nilayam>Bs6 <na-vyayam>Tn,hft puRqarIka nilayam na vyayam,B-C I-C I-C B-C I-C,"0,2 K6|0,3 Bs6|3,5 Tn",<<hft-puRqarIka>Tatpurusha-nilayam>Bahuvrihi <na-vyayam>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|3,5 Tatpurusha"
328,<bIja-Atmakam>Bs6 <<kadamba-kusuma>T6-Akftim>Bsu,bIja Atmakam kadamba kusuma Akftim,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 Bsu",<bIja-Atmakam>Bahuvrihi <<kadamba-kusuma>Tatpurusha-Akftim>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Bahuvrihi"
329,<<kumBa-antara>T6-gataH>T2 <nirudDa-prasavaH>Bs6,kumBa antara gataH nirudDa prasavaH,B-C I-C I-C B-C I-C,"0,2 T6|0,3 T2|3,5 Bs6",<<kumBa-antara>Tatpurusha-gataH>Tatpurusha <nirudDa-prasavaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
330,<<na-eka>Tn-Suzire>Bs7,na eka Suzire,B-C I-C I-C,"0,2 Tn|0,3 Bs7",<<na-eka>Tatpurusha-Suzire>Bahuvrihi,"0,2 Tatpurusha|0,3 Bahuvrihi"
331,<<darSana-indriya>T6-gocarAH>T6,darSana indriya gocarAH,B-C I-C I-C,"0,2 T6|0,3 T6",<<darSana-indriya>Tatpurusha-gocarAH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
332,<<agni-soma>Di-Atmake>Bs6 <<nAsA-agra>T6-saMsTite>T7,agni soma Atmake nAsA agra saMsTite,B-C I-C I-C B-C I-C I-C,"0,2 Di|0,3 Bs6|3,5 T6|3,6 T7",<<agni-soma>Dvandva-Atmake>Bahuvrihi <<nAsA-agra>Tatpurusha-saMsTite>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha"
333,<<japa-DyAna>Di-rataH>T7 <mantra-lakzaRam>T6,japa DyAna rataH mantra lakzaRam,B-C I-C I-C B-C I-C,"0,2 Di|0,3 T7|3,5 T6",<<japa-DyAna>Dvandva-rataH>Tatpurusha <mantra-lakzaRam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|3,5 Tatpurusha"
334,<<saMSudDa-BUta>T2-tanmAtraH>K1 <sa-kAmaH>BvS,saMSudDa BUta tanmAtraH sa kAmaH,B-C I-C I-C B-C I-C,"0,2 T2|0,3 K1|3,5 BvS",<<saMSudDa-BUta>Tatpurusha-tanmAtraH>Tatpurusha <sa-kAmaH>Bahuvrihi,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi"
335,<mahat-purARe>K1 <<maRqala-Adi>Bs6-varRanam>T6,mahat purARe maRqala Adi varRanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 Bs6|2,5 T6",<mahat-purARe>Tatpurusha <<maRqala-Adi>Bahuvrihi-varRanam>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|2,5 Tatpurusha"
336,<<na-rUpa>Tn-<bahu-rUpAya>K1>Bs6 <parama-Atmane>Bs6,na rUpa bahu rUpAya parama Atmane,B-C I-C I-C I-C B-C I-C,"0,2 Tn|0,4 Bs6|2,4 K1|4,6 Bs6",<<na-rUpa>Tatpurusha-<bahu-rUpAya>Tatpurusha>Bahuvrihi <parama-Atmane>Bahuvrihi,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Bahuvrihi"
337,<nis-kalmazAya>Bsp <<DyAna-yoga>T6-ratAya>T7,nis kalmazAya DyAna yoga ratAya,B-C I-C B-C I-C I-C,"0,2 Bsp|2,4 T6|2,5 T7",<nis-kalmazAya>Bahuvrihi <<DyAna-yoga>Tatpurusha-ratAya>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
338,<<<na-parAjita>Tn-cakra>K1-AdyEH>Bs6 <parama-AyuDEH>K1,na parAjita cakra AdyEH parama AyuDEH,B-C I-C I-C I-C B-C I-C,"0,2 Tn|0,3 K1|0,4 Bs6|4,6 K1",<<<na-parAjita>Tatpurusha-cakra>Tatpurusha-AdyEH>Bahuvrihi <parama-AyuDEH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|4,6 Tatpurusha"
339,<<na-KaRqita>Tn-anuBAvEH>K1 <<sarva-duzwa>K1-haraH>U,na KaRqita anuBAvEH sarva duzwa haraH,B-C I-C I-C B-C I-C I-C,"0,2 Tn|0,3 K1|3,5 K1|3,6 U",<<na-KaRqita>Tatpurusha-anuBAvEH>Tatpurusha <<sarva-duzwa>Tatpurusha-haraH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
340,<<mftyu-banDa-artti-Baya>Di-dam>U,mftyu banDa artti Baya dam,B-C I-C I-C I-C I-C,"0,4 Di|0,5 U",<<mftyu-banDa-artti-Baya>Dvandva-dam>Tatpurusha,"0,4 Dvandva|0,5 Tatpurusha"
341,<<para-aBiDyAna>T6-sahitEH>T3,para aBiDyAna sahitEH,B-C I-C I-C,"0,2 T6|0,3 T3",<<para-aBiDyAna>Tatpurusha-sahitEH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
342,<<gadasparSa-mahAroga>Di-prayogam>T6,gadasparSa mahAroga prayogam,B-C I-C I-C,"0,2 Di|0,3 T6",<<gadasparSa-mahAroga>Dvandva-prayogam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
343,<<<daMzwra-udDfta>T3-kziti>K1-Bfte>U <trayI-mUrtti>T6,daMzwra udDfta kziti Bfte trayI mUrtti,B-C I-C I-C I-C B-C I-C,"0,2 T3|0,3 K1|0,4 U|4,6 T6",<<<daMzwra-udDfta>Tatpurusha-kziti>Tatpurusha-Bfte>Tatpurusha <trayI-mUrtti>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
344,<<tapta-hAwaka>K1-<keSa-agra>T6>Bsu <<jvalat-pAvaka>K1-locana>Bsu,tapta hAwaka keSa agra jvalat pAvaka locana,B-C I-C I-C I-C B-C I-C I-C,"0,2 K1|0,4 Bsu|2,4 T6|4,6 K1|4,7 Bsu",<<tapta-hAwaka>Tatpurusha-<keSa-agra>Tatpurusha>Bahuvrihi <<jvalat-pAvaka>Tatpurusha-locana>Bahuvrihi,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Bahuvrihi"
345,<<vajra-aDika>T5-<naKa-sparSa>T6>Bs6 <divya-siMha>K1,vajra aDika naKa sparSa divya siMha,B-C I-C I-C I-C B-C I-C,"0,2 T5|0,4 Bs6|2,4 T6|4,6 K1",<<vajra-aDika>Tatpurusha-<naKa-sparSa>Tatpurusha>Bahuvrihi <divya-siMha>Tatpurusha,"0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha"
346,<ati-hrasvAya>Tg <<fk-yajuz-sAma>Di-BUzita>T3,ati hrasvAya fk yajuz sAma BUzita,B-C I-C B-C I-C I-C I-C,"0,2 Tg|2,5 Di|2,6 T3",<ati-hrasvAya>Tatpurusha <<fk-yajuz-sAma>Dvandva-BUzita>Tatpurusha,"0,2 Tatpurusha|2,5 Dvandva|2,6 Tatpurusha"
347,<<na-Seza>Tn-duzwAni>K1 <<sarva-pApa>K1-PalAni>T6,na Seza duzwAni sarva pApa PalAni,B-C I-C I-C B-C I-C I-C,"0,2 Tn|0,3 K1|3,5 K1|3,6 T6",<<na-Seza>Tatpurusha-duzwAni>Tatpurusha <<sarva-pApa>Tatpurusha-PalAni>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha"
348,<karAla-Asya>Bs6 <<<danta-prAnta>T6-anala>T6-ujjvala>T3,karAla Asya danta prAnta anala ujjvala,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 T6|2,5 T6|2,6 T3",<karAla-Asya>Bahuvrihi <<<danta-prAnta>Tatpurusha-anala>Tatpurusha-ujjvala>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha|2,6 Tatpurusha"
349,<<fk-yajuz-sAma>Di-garBABiH>Bv <<vAmana-rUpa>T6-Dfk>U,fk yajuz sAma garBABiH vAmana rUpa Dfk,B-C I-C I-C I-C B-C I-C I-C,"0,3 Di|0,4 Bv|4,6 T6|4,7 U",<<fk-yajuz-sAma>Dvandva-garBABiH>Bahuvrihi <<vAmana-rUpa>Tatpurusha-Dfk>Tatpurusha,"0,3 Dvandva|0,4 Bahuvrihi|4,6 Tatpurusha|4,7 Tatpurusha"
350,<<guda-GrARa-aNGri>Ds-rogAn>T6 <kuzWa-rogAn>K1,guda GrARa aNGri rogAn kuzWa rogAn,B-C I-C I-C I-C B-C I-C,"0,3 Ds|0,4 T6|4,6 K1",<<guda-GrARa-aNGri>Dvandva-rogAn>Tatpurusha <kuzWa-rogAn>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|4,6 Tatpurusha"
351,<<<<acyuta-ananta-govinda>Di-nAma>K7-uccAraRa>T6-BIzitAH>T5,acyuta ananta govinda nAma uccAraRa BIzitAH,B-C I-C I-C I-C I-C I-C,"0,3 Di|0,4 K7|0,5 T6|0,6 T5",<<<<acyuta-ananta-govinda>Dvandva-nAma>Tatpurusha-uccAraRa>Tatpurusha-BIzitAH>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha"
352,<<lUta-Adi>Bs6-praBavam>T5 <duHKa-dam>U,lUta Adi praBavam duHKa dam,B-C I-C I-C B-C I-C,"0,2 Bs6|0,3 T5|3,5 U",<<lUta-Adi>Bahuvrihi-praBavam>Tatpurusha <duHKa-dam>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha"
353,<<SakunI-pUtana>Di-AdyAH>Bs6,SakunI pUtana AdyAH,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<SakunI-pUtana>Dvandva-AdyAH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
354,<mahat-siMha>Bs6 <<jvAlA-mAlA>T6-ujjvala-Anana>Bb,mahat siMha jvAlA mAlA ujjvala Anana,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 T6|2,6 Bb",<mahat-siMha>Bahuvrihi <<jvAlA-mAlA>Tatpurusha-ujjvala-Anana>Bahuvrihi,"0,2 Bahuvrihi|2,4 Tatpurusha|2,6 Bahuvrihi"
355,<Sastra-kzatezu>T3 <<jvAlA-garddaBaka>Di-AdayaH>Bs6,Sastra kzatezu jvAlA garddaBaka AdayaH,B-C I-C B-C I-C I-C,"0,2 T3|2,4 Di|2,5 Bs6",<Sastra-kzatezu>Tatpurusha <<jvAlA-garddaBaka>Dvandva-AdayaH>Bahuvrihi,"0,2 Tatpurusha|2,4 Dvandva|2,5 Bahuvrihi"
356,<<jvAlA-mAlA>T6-<ati-BIzaRam>Tg>T3,jvAlA mAlA ati BIzaRam,B-C I-C I-C I-C,"0,2 T6|0,4 T3|2,4 Tg",<<jvAlA-mAlA>Tatpurusha-<ati-BIzaRam>Tatpurusha>Tatpurusha,"0,2 Tatpurusha|0,4 Tatpurusha|2,4 Tatpurusha"
357,<<sarva-duzwa>K1-upaSamanam>T6 <deva-vara>T7,sarva duzwa upaSamanam deva vara,B-C I-C I-C B-C I-C,"0,2 K1|0,3 T6|3,5 T7",<<sarva-duzwa>Tatpurusha-upaSamanam>Tatpurusha <deva-vara>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|3,5 Tatpurusha"
358,<sa-<deva-asura-mAnuzam>Ds>BvS,sa deva asura mAnuzam,B-C I-C I-C I-C,"0,4 BvS|1,4 Ds",<sa-<deva-asura-mAnuzam>Dvandva>Bahuvrihi,"0,4 Bahuvrihi|1,4 Dvandva"
359,<<vAsudeva-SarIra>T6-utTEH>T5,vAsudeva SarIra utTEH,B-C I-C I-C,"0,2 T6|0,3 T5",<<vAsudeva-SarIra>Tatpurusha-utTEH>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
360,<<<sarva-roga>K1-Adi>Bs6-vAraRam>T6,sarva roga Adi vAraRam,B-C I-C I-C I-C,"0,2 K1|0,3 Bs6|0,4 T6",<<<sarva-roga>Tatpurusha-Adi>Bahuvrihi-vAraRam>Tatpurusha,"0,2 Tatpurusha|0,3 Bahuvrihi|0,4 Tatpurusha"
361,<<sOra-SAkteya-vizRu-ISa>Ds-dIkzAH>T6,sOra SAkteya vizRu ISa dIkzAH,B-C I-C I-C I-C I-C,"0,4 Ds|0,5 T6",<<sOra-SAkteya-vizRu-ISa>Dvandva-dIkzAH>Tatpurusha,"0,4 Dvandva|0,5 Tatpurusha"
362,<mahat-purARe>K1 <<azwacatvAriSat-saMskAra>Km-kaTanam>T6,mahat purARe azwacatvAriSat saMskAra kaTanam,B-C I-C B-C I-C I-C,"0,2 K1|2,4 Km|2,5 T6",<mahat-purARe>Tatpurusha <<azwacatvAriSat-saMskAra>Tatpurusha-kaTanam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
363,<<pavitra-ArohaRa>T6-viDAnam>T6,pavitra ArohaRa viDAnam,B-C I-C I-C,"0,2 T6|0,3 T6",<<pavitra-ArohaRa>Tatpurusha-viDAnam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
364,<mArttaRqa-mAtf-durgARAm>Di <nAga-fzi-hari-manmaTEH>Di,mArttaRqa mAtf durgARAm nAga fzi hari manmaTEH,B-C I-C I-C B-C I-C I-C I-C,"0,3 Di|3,7 Di",<mArttaRqa-mAtf-durgARAm>Dvandva <nAga-fzi-hari-manmaTEH>Dvandva,"0,3 Dvandva|3,7 Dvandva"
365,<<dvitIya-Adi>Bs6-tiTeH>K1,dvitIya Adi tiTeH,B-C I-C I-C,"0,2 Bs6|0,3 K1",<<dvitIya-Adi>Bahuvrihi-tiTeH>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
366,<<netra-kArppAsika>Di-Adikam>Bs6,netra kArppAsika Adikam,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<netra-kArppAsika>Dvandva-Adikam>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
367,<tri-guRam>T <<tri-guRa>T-dsi-kftya>Tg,tri guRam tri guRa dsi kftya,B-C I-C B-C I-C I-C I-C,"0,2 T|2,4 T|2,6 Tg",<tri-guRam>Tatpurusha <<tri-guRa>Tatpurusha-dsi-kftya>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,6 Tatpurusha"
368,<<azwan-uttara>Bs5-SatAt>K1 <uttama-Adikam>Bs6,azwan uttara SatAt uttama Adikam,B-C I-C I-C B-C I-C,"0,2 Bs5|0,3 K1|3,5 Bs6",<<azwan-uttara>Bahuvrihi-SatAt>Tatpurusha <uttama-Adikam>Bahuvrihi,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Bahuvrihi"
369,<<<kriyA-lopa>T6-viDAna>T6-arTam>T4,kriyA lopa viDAna arTam,B-C I-C I-C I-C,"0,2 T6|0,3 T6|0,4 T4",<<<kriyA-lopa>Tatpurusha-viDAna>Tatpurusha-arTam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha"
370,<<deva-deva>d-anurUpataH>T6,deva deva anurUpataH,B-C I-C I-C,"0,2 d|0,3 T6",<<deva-deva>Dvandva-anurUpataH>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha"
371,<<jAnuUru-nABi-nAma>Ds-antam>T6,jAnuUru nABi nAma antam,B-C I-C I-C I-C,"0,3 Ds|0,4 T6",<<jAnuUru-nABi-nAma>Dvandva-antam>Tatpurusha,"0,3 Dvandva|0,4 Tatpurusha"
372,<pAda-antA>T6 <<azwan-uttara>Bs5-sahasrataH>K1,pAda antA azwan uttara sahasrataH,B-C I-C B-C I-C I-C,"0,2 T6|2,4 Bs5|2,5 K1",<pAda-antA>Tatpurusha <<azwan-uttara>Bahuvrihi-sahasrataH>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|2,5 Tatpurusha"
373,<<<pitf-mAtra>Di-Adi>Bs6-pustake>T6,pitf mAtra Adi pustake,B-C I-C I-C I-C,"0,2 Di|0,3 Bs6|0,4 T6",<<<pitf-mAtra>Dvandva-Adi>Bahuvrihi-pustake>Tatpurusha,"0,2 Dvandva|0,3 Bahuvrihi|0,4 Tatpurusha"
374,<<caturviMSa-zawtriMSat>Bss-mAlikA>Km,caturviMSa zawtriMSat mAlikA,B-C I-C I-C,"0,2 Bss|0,3 Km",<<caturviMSa-zawtriMSat>Bahuvrihi-mAlikA>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha"
375,<<na-nAmA>Bsmn-maDyama-aNguzWEH>Di <manda-AdyEH>Bs6 <mAlikA-arTiBiH>U,na nAmA maDyama aNguzWEH manda AdyEH mAlikA arTiBiH,B-C I-C I-C I-C B-C I-C B-C I-C,"0,2 Bsmn|0,4 Di|4,6 Bs6|6,8 U",<<na-nAmA>Bahuvrihi-maDyama-aNguzWEH>Dvandva <manda-AdyEH>Bahuvrihi <mAlikA-arTiBiH>Tatpurusha,"0,2 Bahuvrihi|0,4 Dvandva|4,6 Bahuvrihi|6,8 Tatpurusha"
376,<<kumBa-hutASa>Di-AdeH>Bs6,kumBa hutASa AdeH,B-C I-C I-C,"0,2 Di|0,3 Bs6",<<kumBa-hutASa>Dvandva-AdeH>Bahuvrihi,"0,2 Dvandva|0,3 Bahuvrihi"
377,<yaTA-Sakti>A1 <<sUtra-granTi>T6-paricAre>T6,yaTA Sakti sUtra granTi paricAre,B-C I-C B-C I-C I-C,"0,2 A1|2,4 T6|2,5 T6",<yaTA-Sakti>Avyayibhava <<sUtra-granTi>Tatpurusha-paricAre>Tatpurusha,"0,2 Avyayibhava|2,4 Tatpurusha|2,5 Tatpurusha"
378,<<rocana-aguru-karpUra-haridrA-kuNkuma>Di-AdiBiH>Bs6,rocana aguru karpUra haridrA kuNkuma AdiBiH,B-C I-C I-C I-C I-C I-C,"0,5 Di|0,6 Bs6",<<rocana-aguru-karpUra-haridrA-kuNkuma>Dvandva-AdiBiH>Bahuvrihi,"0,5 Dvandva|0,6 Bahuvrihi"
379,<candana-AdyEH>Bs6 <<<snAna-sanDyA>Di-Adi>Bs6-kft>U,candana AdyEH snAna sanDyA Adi kft,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 Di|2,5 Bs6|2,6 U",<candana-AdyEH>Bahuvrihi <<<snAna-sanDyA>Dvandva-Adi>Bahuvrihi-kft>Tatpurusha,"0,2 Bahuvrihi|2,4 Dvandva|2,5 Bahuvrihi|2,6 Tatpurusha"
380,<paYca-udGAtEH>T3 <<ganDa-tanmAtra>Km-rUpam>Bs6 <BUmi-maRqalam>T6,paYca udGAtEH ganDa tanmAtra rUpam BUmi maRqalam,B-C I-C B-C I-C I-C B-C I-C,"0,2 T3|2,4 Km|2,5 Bs6|5,7 T6",<paYca-udGAtEH>Tatpurusha <<ganDa-tanmAtra>Tatpurusha-rUpam>Bahuvrihi <BUmi-maRqalam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi|5,7 Tatpurusha"
381,<<indra-Adi>Bs6-dEvatam>K1 <<<pAda-yugma>T6-maDya>T6-gatam>T2,indra Adi dEvatam pAda yugma maDya gatam,B-C I-C I-C B-C I-C I-C I-C,"0,2 Bs6|0,3 K1|3,5 T6|3,6 T6|3,7 T2",<<indra-Adi>Bahuvrihi-dEvatam>Tatpurusha <<<pAda-yugma>Tatpurusha-maDya>Tatpurusha-gatam>Tatpurusha,"0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Tatpurusha"
382,<<<jAnu-nABi>Ds-maDya>T6-gatam>T2 <padma-lAYCitam>T3,jAnu nABi maDya gatam padma lAYCitam,B-C I-C I-C I-C B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|4,6 T3",<<<jAnu-nABi>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha <padma-lAYCitam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
383,<<<nABi-kaRWa>Ds-maDya>T6-gatam>T2 <svastika-lAYCitam>T3,nABi kaRWa maDya gatam svastika lAYCitam,B-C I-C I-C I-C B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|4,6 T3",<<<nABi-kaRWa>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha <svastika-lAYCitam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
384,<<<kaRWa-nAsA>Ds-maDya>T6-gatam>T2 <vAyu-maRqalam>T6,kaRWa nAsA maDya gatam vAyu maRqalam,B-C I-C I-C I-C B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|4,6 T6",<<<kaRWa-nAsA>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha <vAyu-maRqalam>Tatpurusha,"0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha"
385,<DUmra-varRam>Bs6 <<SudDa-indu>K1-lAYCitam>T3,DUmra varRam SudDa indu lAYCitam,B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 K1|2,5 T3",<DUmra-varRam>Bahuvrihi <<SudDa-indu>Tatpurusha-lAYCitam>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Tatpurusha"
386,<eka-udGAtena>Km <<SudDa-sPawika>K1-sanniBam>T3,eka udGAtena SudDa sPawika sanniBam,B-C I-C B-C I-C I-C,"0,2 Km|2,4 K1|2,5 T3",<eka-udGAtena>Tatpurusha <<SudDa-sPawika>Tatpurusha-sanniBam>Tatpurusha,"0,2 Tatpurusha|2,4 Tatpurusha|2,5 Tatpurusha"
387,<<<nAsA-puwa>T6-<SiKA-anta>T6>Di-sTam>U,nAsA puwa SiKA anta sTam,B-C I-C I-C I-C I-C,"0,2 T6|0,4 Di|0,5 U|2,4 T6",<<<nAsA-puwa>Tatpurusha-<SiKA-anta>Tatpurusha>Dvandva-sTam>Tatpurusha,"0,2 Tatpurusha|0,4 Dvandva|0,5 Tatpurusha|2,4 Tatpurusha"
388,<<jvAlA-mAlA>T6-samAyutam>T3,jvAlA mAlA samAyutam,B-C I-C I-C,"0,2 T6|0,3 T3",<<jvAlA-mAlA>Tatpurusha-samAyutam>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
389,<deva-ISam>T6 <<Bukti-mukti>Di-dam>U,deva ISam Bukti mukti dam,B-C I-C B-C I-C I-C,"0,2 T6|2,4 Di|2,5 U",<deva-ISam>Tatpurusha <<Bukti-mukti>Dvandva-dam>Tatpurusha,"0,2 Tatpurusha|2,4 Dvandva|2,5 Tatpurusha"
390,<<deva-deva>T6-ISa>T6,deva deva ISa,B-C I-C I-C,"0,2 T6|0,3 T6",<<deva-deva>Tatpurusha-ISa>Tatpurusha,"0,2 Tatpurusha|0,3 Tatpurusha"
391,<agni-AdO>Bs6 <Darma-AdyAH>Bs6 <<na-Darma>Tn-AdyAH>Bs6,agni AdO Darma AdyAH na Darma AdyAH,B-C I-C B-C I-C B-C I-C I-C,"0,2 Bs6|2,4 Bs6|4,6 Tn|4,7 Bs6",<agni-AdO>Bahuvrihi <Darma-AdyAH>Bahuvrihi <<na-Darma>Tatpurusha-AdyAH>Bahuvrihi,"0,2 Bahuvrihi|2,4 Bahuvrihi|4,6 Tatpurusha|4,7 Bahuvrihi"
392,<sattva-Adi>Bs6 <<<mAyA-vidyA>K7-Kya>Bs6-tattvake>K1,sattva Adi mAyA vidyA Kya tattvake,B-C I-C B-C I-C I-C I-C,"0,2 Bs6|2,4 K7|2,5 Bs6|2,6 K1",<sattva-Adi>Bahuvrihi <<<mAyA-vidyA>Tatpurusha-Kya>Bahuvrihi-tattvake>Tatpurusha,"0,2 Bahuvrihi|2,4 Tatpurusha|2,5 Bahuvrihi|2,6 Tatpurusha"
393,<kAla-tattvam>Km <<sUrya-Adi>Bs6-maRqalam>K1,kAla tattvam sUrya Adi maRqalam,B-C I-C B-C I-C I-C,"0,2 Km|2,4 Bs6|2,5 K1",<kAla-tattvam>Tatpurusha <<sUrya-Adi>Bahuvrihi-maRqalam>Tatpurusha,"0,2 Tatpurusha|2,4 Bahuvrihi|2,5 Tatpurusha"
394,<<SrI-rati-kAnti>Di-AdyAH>Bs6,SrI rati kAnti AdyAH,B-C I-C I-C I-C,"0,3 Di|0,4 Bs6",<<SrI-rati-kAnti>Dvandva-AdyAH>Bahuvrihi,"0,3 Dvandva|0,4 Bahuvrihi"
