,Raw_Tagged,Book,Clean,Bio_tagged,Span_Tagged,Coarse_Span_Tagged,Coarse_tag
334,"<<saMSudDa-BUta>T2-tanmAtraH>K1 <sa-kAmaH>BvS yogam aByasan
",agnipurana,"saMSudDa BUta tanmAtraH sa kAmaH yogam aByasan
",B-C I-C I-C B-C I-C O O,"0,2 T2|0,3 K1|3,5 BvS","0,2 Tatpurusha|0,3 Tatpurusha|3,5 Bahuvrihi","<<saMSudDa-BUta>Tatpurusha-tanmAtraH>Tatpurusha <sa-kAmaH>Bahuvrihi yogam aByasan
"
335,"ityAdi <mahat-purARe>K1 Agneye <<maRqala-Adi>Bs6-varRanam>T6 nAma triMSaH aDyAyaH
",agnipurana,"ityAdi mahat purARe Agneye maRqala Adi varRanam nAma triMSaH aDyAyaH
",O B-C I-C O B-C I-C I-C O O O,"1,3 K1|4,6 Bs6|4,7 T6","1,3 Tatpurusha|4,6 Bahuvrihi|4,7 Tatpurusha","ityAdi <mahat-purARe>Tatpurusha Agneye <<maRqala-Adi>Bahuvrihi-varRanam>Tatpurusha nAma triMSaH aDyAyaH
"
336,"<<na-rUpa>Tn-<bahu-rUpAya>K1>Bs6 vyApine <parama-Atmane>Bs6
",agnipurana,"na rUpa bahu rUpAya vyApine parama Atmane
",B-C I-C I-C I-C O B-C I-C,"0,2 Tn|0,4 Bs6|2,4 K1|5,7 Bs6","0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|5,7 Bahuvrihi","<<na-rUpa>Tatpurusha-<bahu-rUpAya>Tatpurusha>Bahuvrihi vyApine <parama-Atmane>Bahuvrihi
"
337,"<nis-kalmazAya>Bsp SudDAya <<DyAna-yoga>T6-ratAya>T7 ca
",agnipurana,"nis kalmazAya SudDAya DyAna yoga ratAya ca
",B-C I-C O B-C I-C I-C O,"0,2 Bsp|3,5 T6|3,6 T7","0,2 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha","<nis-kalmazAya>Bahuvrihi SudDAya <<DyAna-yoga>Tatpurusha-ratAya>Tatpurusha ca
"
338,"<<<na-parAjita>Tn-cakra>K1-AdyEH>Bs6 caturBiH <parama-AyuDEH>K1
",agnipurana,"na parAjita cakra AdyEH caturBiH parama AyuDEH
",B-C I-C I-C I-C O B-C I-C,"0,2 Tn|0,3 K1|0,4 Bs6|5,7 K1","0,2 Tatpurusha|0,3 Tatpurusha|0,4 Bahuvrihi|5,7 Tatpurusha","<<<na-parAjita>Tatpurusha-cakra>Tatpurusha-AdyEH>Bahuvrihi caturBiH <parama-AyuDEH>Tatpurusha
"
339,"<<na-KaRqita>Tn-anuBAvEH>K1 tvam <<sarva-duzwa>K1-haraH>U Bava
",agnipurana,"na KaRqita anuBAvEH tvam sarva duzwa haraH Bava
",B-C I-C I-C O B-C I-C I-C O,"0,2 Tn|0,3 K1|4,6 K1|4,7 U","0,2 Tatpurusha|0,3 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha","<<na-KaRqita>Tatpurusha-anuBAvEH>Tatpurusha tvam <<sarva-duzwa>Tatpurusha-haraH>Tatpurusha Bava
"
340,"<<mftyu-banDa-artti-Baya>Di-dam>U duritasya ca yat Palam
",agnipurana,"mftyu banDa artti Baya dam duritasya ca yat Palam
",B-C I-C I-C I-C I-C O O O O,"0,4 Di|0,5 U","0,4 Dvandva|0,5 Tatpurusha","<<mftyu-banDa-artti-Baya>Dvandva-dam>Tatpurusha duritasya ca yat Palam
"
341,"<<para-aBiDyAna>T6-sahitEH>T3 prayuktam ca ABicArakam
",agnipurana,"para aBiDyAna sahitEH prayuktam ca ABicArakam
",B-C I-C I-C O O O,"0,2 T6|0,3 T3","0,2 Tatpurusha|0,3 Tatpurusha","<<para-aBiDyAna>Tatpurusha-sahitEH>Tatpurusha prayuktam ca ABicArakam
"
342,"<<gadasparSa-mahAroga>Di-prayogam>T6 jarayA jara
",agnipurana,"gadasparSa mahAroga prayogam jarayA jara
",B-C I-C I-C O O,"0,2 Di|0,3 T6","0,2 Dvandva|0,3 Tatpurusha","<<gadasparSa-mahAroga>Dvandva-prayogam>Tatpurusha jarayA jara
"
343,"<<<daMzwra-udDfta>T3-kziti>K1-Bfte>U <trayI-mUrtti>T6 mate namaH
",agnipurana,"daMzwra udDfta kziti Bfte trayI mUrtti mate namaH
",B-C I-C I-C I-C B-C I-C O O,"0,2 T3|0,3 K1|0,4 U|4,6 T6","0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha|4,6 Tatpurusha","<<<daMzwra-udDfta>Tatpurusha-kziti>Tatpurusha-Bfte>Tatpurusha <trayI-mUrtti>Tatpurusha mate namaH
"
344,"<<tapta-hAwaka>K1-<keSa-agra>T6>Bsu <<jvalat-pAvaka>K1-locana>Bsu
",agnipurana,"tapta hAwaka keSa agra jvalat pAvaka locana
",B-C I-C I-C I-C B-C I-C I-C,"0,2 K1|0,4 Bsu|2,4 T6|4,6 K1|4,7 Bsu","0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha|4,7 Bahuvrihi","<<tapta-hAwaka>Tatpurusha-<keSa-agra>Tatpurusha>Bahuvrihi <<jvalat-pAvaka>Tatpurusha-locana>Bahuvrihi
"
345,"<<vajra-aDika>T5-<naKa-sparSa>T6>Bs6 <divya-siMha>K1 namaH astu te
",agnipurana,"vajra aDika naKa sparSa divya siMha namaH astu te
",B-C I-C I-C I-C B-C I-C O O O,"0,2 T5|0,4 Bs6|2,4 T6|4,6 K1","0,2 Tatpurusha|0,4 Bahuvrihi|2,4 Tatpurusha|4,6 Tatpurusha","<<vajra-aDika>Tatpurusha-<naKa-sparSa>Tatpurusha>Bahuvrihi <divya-siMha>Tatpurusha namaH astu te
"
346,"kASyapAya <ati-hrasvAya>Tg <<fk-yajuz-sAma>Di-BUzita>T3
",agnipurana,"kASyapAya ati hrasvAya fk yajuz sAma BUzita
",O B-C I-C B-C I-C I-C I-C,"1,3 Tg|3,6 Di|3,7 T3","1,3 Tatpurusha|3,6 Dvandva|3,7 Tatpurusha","kASyapAya <ati-hrasvAya>Tatpurusha <<fk-yajuz-sAma>Dvandva-BUzita>Tatpurusha
"
347,"varAha <<na-Seza>Tn-duzwAni>K1 <<sarva-pApa>K1-PalAni>T6 vE
",agnipurana,"varAha na Seza duzwAni sarva pApa PalAni vE
",O B-C I-C I-C B-C I-C I-C O,"1,3 Tn|1,4 K1|4,6 K1|4,7 T6","1,3 Tatpurusha|1,4 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha","varAha <<na-Seza>Tatpurusha-duzwAni>Tatpurusha <<sarva-pApa>Tatpurusha-PalAni>Tatpurusha vE
"
348,"narasiMha <karAla-Asya>Bs6 <<<danta-prAnta>T6-anala>T6-ujjvala>T3
",agnipurana,"narasiMha karAla Asya danta prAnta anala ujjvala
",O B-C I-C B-C I-C I-C I-C,"1,3 Bs6|3,5 T6|3,6 T6|3,7 T3","1,3 Bahuvrihi|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Tatpurusha","narasiMha <karAla-Asya>Bahuvrihi <<<danta-prAnta>Tatpurusha-anala>Tatpurusha-ujjvala>Tatpurusha
"
349,"<<fk-yajuz-sAma>Di-garBABiH>Bv vAgBiH <<vAmana-rUpa>T6-Dfk>U
",agnipurana,"fk yajuz sAma garBABiH vAgBiH vAmana rUpa Dfk
",B-C I-C I-C I-C O B-C I-C I-C,"0,3 Di|0,4 Bv|5,7 T6|5,8 U","0,3 Dvandva|0,4 Bahuvrihi|5,7 Tatpurusha|5,8 Tatpurusha","<<fk-yajuz-sAma>Dvandva-garBABiH>Bahuvrihi vAgBiH <<vAmana-rUpa>Tatpurusha-Dfk>Tatpurusha
"
350,"<<guda-GrARa-aNGri>Ds-rogAn>T6 ca <kuzWa-rogAn>K1 taTA kzayam
",agnipurana,"guda GrARa aNGri rogAn ca kuzWa rogAn taTA kzayam
",B-C I-C I-C I-C O B-C I-C O O,"0,3 Ds|0,4 T6|5,7 K1","0,3 Dvandva|0,4 Tatpurusha|5,7 Tatpurusha","<<guda-GrARa-aNGri>Dvandva-rogAn>Tatpurusha ca <kuzWa-rogAn>Tatpurusha taTA kzayam
"
351,"<<<<acyuta-ananta-govinda>Di-nAma>K7-uccAraRa>T6-BIzitAH>T5
",agnipurana,"acyuta ananta govinda nAma uccAraRa BIzitAH
",B-C I-C I-C I-C I-C I-C,"0,3 Di|0,4 K7|0,5 T6|0,6 T5","0,3 Dvandva|0,4 Tatpurusha|0,5 Tatpurusha|0,6 Tatpurusha","<<<<acyuta-ananta-govinda>Dvandva-nAma>Tatpurusha-uccAraRa>Tatpurusha-BIzitAH>Tatpurusha
"
352,"<<lUta-Adi>Bs6-praBavam>T5 yat ca vizam anyat tu <duHKa-dam>U
",agnipurana,"lUta Adi praBavam yat ca vizam anyat tu duHKa dam
",B-C I-C I-C O O O O O B-C I-C,"0,2 Bs6|0,3 T5|8,10 U","0,2 Bahuvrihi|0,3 Tatpurusha|8,10 Tatpurusha","<<lUta-Adi>Bahuvrihi-praBavam>Tatpurusha yat ca vizam anyat tu <duHKa-dam>Tatpurusha
"
353,"<<SakunI-pUtana>Di-AdyAH>Bs6 ca taTA vEnAyakAn grahan
",agnipurana,"SakunI pUtana AdyAH ca taTA vEnAyakAn grahan
",B-C I-C I-C O O O O,"0,2 Di|0,3 Bs6","0,2 Dvandva|0,3 Bahuvrihi","<<SakunI-pUtana>Dvandva-AdyAH>Bahuvrihi ca taTA vEnAyakAn grahan
"
354,"narasiMha <mahat-siMha>Bs6 <<jvAlA-mAlA>T6-ujjvala-Anana>Bb
",agnipurana,"narasiMha mahat siMha jvAlA mAlA ujjvala Anana
",O B-C I-C B-C I-C I-C I-C,"1,3 Bs6|3,5 T6|3,7 Bb","1,3 Bahuvrihi|3,5 Tatpurusha|3,7 Bahuvrihi","narasiMha <mahat-siMha>Bahuvrihi <<jvAlA-mAlA>Tatpurusha-ujjvala-Anana>Bahuvrihi
"
355,"<Sastra-kzatezu>T3 ye dozAH <<jvAlA-garddaBaka>Di-AdayaH>Bs6
",agnipurana,"Sastra kzatezu ye dozAH jvAlA garddaBaka AdayaH
",B-C I-C O O B-C I-C I-C,"0,2 T3|4,6 Di|4,7 Bs6","0,2 Tatpurusha|4,6 Dvandva|4,7 Bahuvrihi","<Sastra-kzatezu>Tatpurusha ye dozAH <<jvAlA-garddaBaka>Dvandva-AdayaH>Bahuvrihi
"
356,"kziptvA sudarSanam cakram <<jvAlA-mAlA>T6-<ati-BIzaRam>Tg>T3
",agnipurana,"kziptvA sudarSanam cakram jvAlA mAlA ati BIzaRam
",O O O B-C I-C I-C I-C,"3,5 T6|3,7 T3|5,7 Tg","3,5 Tatpurusha|3,7 Tatpurusha|5,7 Tatpurusha","kziptvA sudarSanam cakram <<jvAlA-mAlA>Tatpurusha-<ati-BIzaRam>Tatpurusha>Tatpurusha
"
357,"<<sarva-duzwa>K1-upaSamanam>T6 kuru <deva-vara>T7 acyuta
",agnipurana,"sarva duzwa upaSamanam kuru deva vara acyuta
",B-C I-C I-C O B-C I-C O,"0,2 K1|0,3 T6|4,6 T7","0,2 Tatpurusha|0,3 Tatpurusha|4,6 Tatpurusha","<<sarva-duzwa>Tatpurusha-upaSamanam>Tatpurusha kuru <deva-vara>Tatpurusha acyuta
"
358,"yaTA vizRuH jagat sarvam <sa-<deva-asura-mAnuzam>Ds>BvS
",agnipurana,"yaTA vizRuH jagat sarvam sa deva asura mAnuzam
",O O O O B-C I-C I-C I-C,"4,8 BvS|5,8 Ds","4,8 Bahuvrihi|5,8 Dvandva","yaTA vizRuH jagat sarvam <sa-<deva-asura-mAnuzam>Dvandva>Bahuvrihi
"
359,"<<vAsudeva-SarIra>T6-utTEH>T5 kuSEH nirmmaTitam mayA
",agnipurana,"vAsudeva SarIra utTEH kuSEH nirmmaTitam mayA
",B-C I-C I-C O O O,"0,2 T6|0,3 T5","0,2 Tatpurusha|0,3 Tatpurusha","<<vAsudeva-SarIra>Tatpurusha-utTEH>Tatpurusha kuSEH nirmmaTitam mayA
"
360,"apamArjanakam Sastram <<<sarva-roga>K1-Adi>Bs6-vAraRam>T6
",agnipurana,"apamArjanakam Sastram sarva roga Adi vAraRam
",O O B-C I-C I-C I-C,"2,4 K1|2,5 Bs6|2,6 T6","2,4 Tatpurusha|2,5 Bahuvrihi|2,6 Tatpurusha","apamArjanakam Sastram <<<sarva-roga>Tatpurusha-Adi>Bahuvrihi-vAraRam>Tatpurusha
"
361,"<<sOra-SAkteya-vizRu-ISa>Ds-dIkzAH>T6 tu ete samAH smftAH
",agnipurana,"sOra SAkteya vizRu ISa dIkzAH tu ete samAH smftAH
",B-C I-C I-C I-C I-C O O O O,"0,4 Ds|0,5 T6","0,4 Dvandva|0,5 Tatpurusha","<<sOra-SAkteya-vizRu-ISa>Dvandva-dIkzAH>Tatpurusha tu ete samAH smftAH
"
362,"ityAdi <mahat-purARe>K1 Agneye <<azwacatvAriSat-saMskAra>Km-kaTanam>T6 nAma dvAtriMSaH aDyAyaH
",agnipurana,"ityAdi mahat purARe Agneye azwacatvAriSat saMskAra kaTanam nAma dvAtriMSaH aDyAyaH
",O B-C I-C O B-C I-C I-C O O O,"1,3 K1|4,6 Km|4,7 T6","1,3 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha","ityAdi <mahat-purARe>Tatpurusha Agneye <<azwacatvAriSat-saMskAra>Tatpurusha-kaTanam>Tatpurusha nAma dvAtriMSaH aDyAyaH
"
363,"<<pavitra-ArohaRa>T6-viDAnam>T6
",agnipurana,"pavitra ArohaRa viDAnam
",B-C I-C I-C,"0,2 T6|0,3 T6","0,2 Tatpurusha|0,3 Tatpurusha","<<pavitra-ArohaRa>Tatpurusha-viDAnam>Tatpurusha
"
364,"<mArttaRqa-mAtf-durgARAm>Di <nAga-fzi-hari-manmaTEH>Di
",agnipurana,"mArttaRqa mAtf durgARAm nAga fzi hari manmaTEH
",B-C I-C I-C B-C I-C I-C I-C,"0,3 Di|3,7 Di","0,3 Dvandva|3,7 Dvandva","<mArttaRqa-mAtf-durgARAm>Dvandva <nAga-fzi-hari-manmaTEH>Dvandva
"
365,"Sivasya brahmaRaH tadvat <<dvitIya-Adi>Bs6-tiTeH>K1 kramAt
",agnipurana,"Sivasya brahmaRaH tadvat dvitIya Adi tiTeH kramAt
",O O O B-C I-C I-C O,"3,5 Bs6|3,6 K1","3,5 Bahuvrihi|3,6 Tatpurusha","Sivasya brahmaRaH tadvat <<dvitIya-Adi>Bahuvrihi-tiTeH>Tatpurusha kramAt
"
366,"sOvarRam rAjatam tAmram <<netra-kArppAsika>Di-Adikam>Bs6
",agnipurana,"sOvarRam rAjatam tAmram netra kArppAsika Adikam
",O O O B-C I-C I-C,"3,5 Di|3,6 Bs6","3,5 Dvandva|3,6 Bahuvrihi","sOvarRam rAjatam tAmram <<netra-kArppAsika>Dvandva-Adikam>Bahuvrihi
"
367,"<tri-guRam>T dsi <<tri-guRa>T-dsi-kftya>Tg tena kuryyAt pavitrakam
",agnipurana,"tri guRam dsi tri guRa dsi kftya tena kuryyAt pavitrakam
",B-C I-C O B-C I-C I-C I-C O O O,"0,2 T|3,5 T|3,7 Tg","0,2 Tatpurusha|3,5 Tatpurusha|3,7 Tatpurusha","<tri-guRam>Tatpurusha dsi <<tri-guRa>Tatpurusha-dsi-kftya>Tatpurusha tena kuryyAt pavitrakam
"
368,"<<azwan-uttara>Bs5-SatAt>K1 UrdDvam ca <uttama-Adikam>Bs6
",agnipurana,"azwan uttara SatAt UrdDvam ca uttama Adikam
",B-C I-C I-C O O B-C I-C,"0,2 Bs5|0,3 K1|5,7 Bs6","0,2 Bahuvrihi|0,3 Tatpurusha|5,7 Bahuvrihi","<<azwan-uttara>Bahuvrihi-SatAt>Tatpurusha UrdDvam ca <uttama-Adikam>Bahuvrihi
"
369,"<<<kriyA-lopa>T6-viDAna>T6-arTam>T4 yat tvayA aBihitam praBo
",agnipurana,"kriyA lopa viDAna arTam yat tvayA aBihitam praBo
",B-C I-C I-C I-C O O O O,"0,2 T6|0,3 T6|0,4 T4","0,2 Tatpurusha|0,3 Tatpurusha|0,4 Tatpurusha","<<<kriyA-lopa>Tatpurusha-viDAna>Tatpurusha-arTam>Tatpurusha yat tvayA aBihitam praBo
"
370,"tat naH vizRuH pracodayAt <<deva-deva>d-anurUpataH>T6
",agnipurana,"tat naH vizRuH pracodayAt deva deva anurUpataH
",O O O O B-C I-C I-C,"4,6 d|4,7 T6","4,6 Dvandva|4,7 Tatpurusha","tat naH vizRuH pracodayAt <<deva-deva>Dvandva-anurUpataH>Tatpurusha
"
371,"<<jAnuUru-nABi-nAma>Ds-antam>T6 pratimAsu pavitrakam
",agnipurana,"jAnuUru nABi nAma antam pratimAsu pavitrakam
",B-C I-C I-C I-C O O,"0,3 Ds|0,4 T6","0,3 Dvandva|0,4 Tatpurusha","<<jAnuUru-nABi-nAma>Dvandva-antam>Tatpurusha pratimAsu pavitrakam
"
372,"<pAda-antA>T6 vanamAlA syAt <<azwan-uttara>Bs5-sahasrataH>K1
",agnipurana,"pAda antA vanamAlA syAt azwan uttara sahasrataH
",B-C I-C O O B-C I-C I-C,"0,2 T6|4,6 Bs5|4,7 K1","0,2 Tatpurusha|4,6 Bahuvrihi|4,7 Tatpurusha","<pAda-antA>Tatpurusha vanamAlA syAt <<azwan-uttara>Bahuvrihi-sahasrataH>Tatpurusha
"
373,"AcAryyARAm ca sUtrARi <<<pitf-mAtra>Di-Adi>Bs6-pustake>T6
",agnipurana,"AcAryyARAm ca sUtrARi pitf mAtra Adi pustake
",O O O B-C I-C I-C I-C,"3,5 Di|3,6 Bs6|3,7 T6","3,5 Dvandva|3,6 Bahuvrihi|3,7 Tatpurusha","AcAryyARAm ca sUtrARi <<<pitf-mAtra>Dvandva-Adi>Bahuvrihi-pustake>Tatpurusha
"
374,"aTavA arka <<caturviMSa-zawtriMSat>Bss-mAlikA>Km dvijaH
",agnipurana,"aTavA arka caturviMSa zawtriMSat mAlikA dvijaH
",O O B-C I-C I-C O,"2,4 Bss|2,5 Km","2,4 Bahuvrihi|2,5 Tatpurusha","aTavA arka <<caturviMSa-zawtriMSat>Bahuvrihi-mAlikA>Tatpurusha dvijaH
"
375,"<<na-nAmA>Bsmn-maDyama-aNguzWEH>Di <manda-AdyEH>Bs6 <mAlikA-arTiBiH>U
",agnipurana,"na nAmA maDyama aNguzWEH manda AdyEH mAlikA arTiBiH
",B-C I-C I-C I-C B-C I-C B-C I-C,"0,2 Bsmn|0,4 Di|4,6 Bs6|6,8 U","0,2 Bahuvrihi|0,4 Dvandva|4,6 Bahuvrihi|6,8 Tatpurusha","<<na-nAmA>Bahuvrihi-maDyama-aNguzWEH>Dvandva <manda-AdyEH>Bahuvrihi <mAlikA-arTiBiH>Tatpurusha
"
376,"raveH <<kumBa-hutASa>Di-AdeH>Bs6 samBave vizRuvat matam
",agnipurana,"raveH kumBa hutASa AdeH samBave vizRuvat matam
",O B-C I-C I-C O O O,"1,3 Di|1,4 Bs6","1,3 Dvandva|1,4 Bahuvrihi","raveH <<kumBa-hutASa>Dvandva-AdeH>Bahuvrihi samBave vizRuvat matam
"
377,"<yaTA-Sakti>A1 <<sUtra-granTi>T6-paricAre>T6 aTa vEzRave
",agnipurana,"yaTA Sakti sUtra granTi paricAre aTa vEzRave
",B-C I-C B-C I-C I-C O O,"0,2 A1|2,4 T6|2,5 T6","0,2 Avyayibhava|2,4 Tatpurusha|2,5 Tatpurusha","<yaTA-Sakti>Avyayibhava <<sUtra-granTi>Tatpurusha-paricAre>Tatpurusha aTa vEzRave
"
378,"<<rocana-aguru-karpUra-haridrA-kuNkuma>Di-AdiBiH>Bs6
",agnipurana,"rocana aguru karpUra haridrA kuNkuma AdiBiH
",B-C I-C I-C I-C I-C I-C,"0,5 Di|0,6 Bs6","0,5 Dvandva|0,6 Bahuvrihi","<<rocana-aguru-karpUra-haridrA-kuNkuma>Dvandva-AdiBiH>Bahuvrihi
"
379,"raYjayet <candana-AdyEH>Bs6 vA <<<snAna-sanDyA>Di-Adi>Bs6-kft>U naraH
",agnipurana,"raYjayet candana AdyEH vA snAna sanDyA Adi kft naraH
",O B-C I-C O B-C I-C I-C I-C O,"1,3 Bs6|4,6 Di|4,7 Bs6|4,8 U","1,3 Bahuvrihi|4,6 Dvandva|4,7 Bahuvrihi|4,8 Tatpurusha","raYjayet <candana-AdyEH>Bahuvrihi vA <<<snAna-sanDyA>Dvandva-Adi>Bahuvrihi-kft>Tatpurusha naraH
"
380,"<paYca-udGAtEH>T3 <<ganDa-tanmAtra>Km-rUpam>Bs6 <BUmi-maRqalam>T6
",agnipurana,"paYca udGAtEH ganDa tanmAtra rUpam BUmi maRqalam
",B-C I-C B-C I-C I-C B-C I-C,"0,2 T3|2,4 Km|2,5 Bs6|5,7 T6","0,2 Tatpurusha|2,4 Tatpurusha|2,5 Bahuvrihi|5,7 Tatpurusha","<paYca-udGAtEH>Tatpurusha <<ganDa-tanmAtra>Tatpurusha-rUpam>Bahuvrihi <BUmi-maRqalam>Tatpurusha
"
381,"<<indra-Adi>Bs6-dEvatam>K1 <<<pAda-yugma>T6-maDya>T6-gatam>T2 smaret
",agnipurana,"indra Adi dEvatam pAda yugma maDya gatam smaret
",B-C I-C I-C B-C I-C I-C I-C O,"0,2 Bs6|0,3 K1|3,5 T6|3,6 T6|3,7 T2","0,2 Bahuvrihi|0,3 Tatpurusha|3,5 Tatpurusha|3,6 Tatpurusha|3,7 Tatpurusha","<<indra-Adi>Bahuvrihi-dEvatam>Tatpurusha <<<pAda-yugma>Tatpurusha-maDya>Tatpurusha-gatam>Tatpurusha smaret
"
382,"<<<jAnu-nABi>Ds-maDya>T6-gatam>T2 Svetam vE <padma-lAYCitam>T3
",agnipurana,"jAnu nABi maDya gatam Svetam vE padma lAYCitam
",B-C I-C I-C I-C O O B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|6,8 T3","0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|6,8 Tatpurusha","<<<jAnu-nABi>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha Svetam vE <padma-lAYCitam>Tatpurusha
"
383,"<<<nABi-kaRWa>Ds-maDya>T6-gatam>T2 raktam <svastika-lAYCitam>T3
",agnipurana,"nABi kaRWa maDya gatam raktam svastika lAYCitam
",B-C I-C I-C I-C O B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|5,7 T3","0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|5,7 Tatpurusha","<<<nABi-kaRWa>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha raktam <svastika-lAYCitam>Tatpurusha
"
384,"<<<kaRWa-nAsA>Ds-maDya>T6-gatam>T2 vfttam vE <vAyu-maRqalam>T6
",agnipurana,"kaRWa nAsA maDya gatam vfttam vE vAyu maRqalam
",B-C I-C I-C I-C O O B-C I-C,"0,2 Ds|0,3 T6|0,4 T2|6,8 T6","0,2 Dvandva|0,3 Tatpurusha|0,4 Tatpurusha|6,8 Tatpurusha","<<<kaRWa-nAsA>Dvandva-maDya>Tatpurusha-gatam>Tatpurusha vfttam vE <vAyu-maRqalam>Tatpurusha
"
385,"dviH udGAtEH <DUmra-varRam>Bs6 DyAyet <<SudDa-indu>K1-lAYCitam>T3
",agnipurana,"dviH udGAtEH DUmra varRam DyAyet SudDa indu lAYCitam
",O O B-C I-C O B-C I-C I-C,"2,4 Bs6|5,7 K1|5,8 T3","2,4 Bahuvrihi|5,7 Tatpurusha|5,8 Tatpurusha","dviH udGAtEH <DUmra-varRam>Bahuvrihi DyAyet <<SudDa-indu>Tatpurusha-lAYCitam>Tatpurusha
"
386,"<eka-udGAtena>Km ca AkASam <<SudDa-sPawika>K1-sanniBam>T3
",agnipurana,"eka udGAtena ca AkASam SudDa sPawika sanniBam
",B-C I-C O O B-C I-C I-C,"0,2 Km|4,6 K1|4,7 T3","0,2 Tatpurusha|4,6 Tatpurusha|4,7 Tatpurusha","<eka-udGAtena>Tatpurusha ca AkASam <<SudDa-sPawika>Tatpurusha-sanniBam>Tatpurusha
"
387,"<<<nAsA-puwa>T6-<SiKA-anta>T6>Di-sTam>U AkASam upasaMharet
",agnipurana,"nAsA puwa SiKA anta sTam AkASam upasaMharet
",B-C I-C I-C I-C I-C O O,"0,2 T6|0,4 Di|0,5 U|2,4 T6","0,2 Tatpurusha|0,4 Dvandva|0,5 Tatpurusha|2,4 Tatpurusha","<<<nAsA-puwa>Tatpurusha-<SiKA-anta>Tatpurusha>Dvandva-sTam>Tatpurusha AkASam upasaMharet
"
388,"yam bIjena vam bIjena <<jvAlA-mAlA>T6-samAyutam>T3
",agnipurana,"yam bIjena vam bIjena jvAlA mAlA samAyutam
",O O O O B-C I-C I-C,"4,6 T6|4,7 T3","4,6 Tatpurusha|4,7 Tatpurusha","yam bIjena vam bIjena <<jvAlA-mAlA>Tatpurusha-samAyutam>Tatpurusha
"
389,"mUlamantreRa <deva-ISam>T6 prArccayet <<Bukti-mukti>Di-dam>U
",agnipurana,"mUlamantreRa deva ISam prArccayet Bukti mukti dam
",O B-C I-C O B-C I-C I-C,"1,3 T6|4,6 Di|4,7 U","1,3 Tatpurusha|4,6 Dvandva|4,7 Tatpurusha","mUlamantreRa <deva-ISam>Tatpurusha prArccayet <<Bukti-mukti>Dvandva-dam>Tatpurusha
"
390,"svAgatam <<deva-deva>T6-ISa>T6 sanniDO Bava keSava
",agnipurana,"svAgatam deva deva ISa sanniDO Bava keSava
",O B-C I-C I-C O O O,"1,3 T6|1,4 T6","1,3 Tatpurusha|1,4 Tatpurusha","svAgatam <<deva-deva>Tatpurusha-ISa>Tatpurusha sanniDO Bava keSava
"
391,"maDye <agni-AdO>Bs6 ca <Darma-AdyAH>Bs6 <<na-Darma>Tn-AdyAH>Bs6 ca muKyagAH
",agnipurana,"maDye agni AdO ca Darma AdyAH na Darma AdyAH ca muKyagAH
",O B-C I-C O B-C I-C B-C I-C I-C O O,"1,3 Bs6|4,6 Bs6|6,8 Tn|6,9 Bs6","1,3 Bahuvrihi|4,6 Bahuvrihi|6,8 Tatpurusha|6,9 Bahuvrihi","maDye <agni-AdO>Bahuvrihi ca <Darma-AdyAH>Bahuvrihi <<na-Darma>Tatpurusha-AdyAH>Bahuvrihi ca muKyagAH
"
392,"<sattva-Adi>Bs6 maDye padmam ca <<<mAyA-vidyA>K7-Kya>Bs6-tattvake>K1
",agnipurana,"sattva Adi maDye padmam ca mAyA vidyA Kya tattvake
",B-C I-C O O O B-C I-C I-C I-C,"0,2 Bs6|5,7 K7|5,8 Bs6|5,9 K1","0,2 Bahuvrihi|5,7 Tatpurusha|5,8 Bahuvrihi|5,9 Tatpurusha","<sattva-Adi>Bahuvrihi maDye padmam ca <<<mAyA-vidyA>Tatpurusha-Kya>Bahuvrihi-tattvake>Tatpurusha
"
393,"<kAla-tattvam>Km ca <<sUrya-Adi>Bs6-maRqalam>K1 pakzirAjakaH
",agnipurana,"kAla tattvam ca sUrya Adi maRqalam pakzirAjakaH
",B-C I-C O B-C I-C I-C O,"0,2 Km|3,5 Bs6|3,6 K1","0,2 Tatpurusha|3,5 Bahuvrihi|3,6 Tatpurusha","<kAla-tattvam>Tatpurusha ca <<sUrya-Adi>Bahuvrihi-maRqalam>Tatpurusha pakzirAjakaH
"
